,home_time,orthers,recreational_activities,school_time,travel_time,working,date_in_week,cut_class,class_schedule,volunteer,location_names,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,final_level
23:04:2013,63600.0,0.0,1200.0,14400.0,0.0,1200.0,1.0,0.0,0.0,5.0,"Ripley Hall,Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Sphinx Secret Society,Ripley Hall,Ripley Hall,Sudikoff Hall,Sudikoff Hall,Ripley Hall,Ripley Hall,Collis Student Center,Collis Student Center,Hood Museum of Art,Ripley Hall,Topliff Hall,Topliff Hall,Ripley Hall,Ripley Hall,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Parker House",20572,2683.0,60.0,514.3,586.4983091763066,126.0,267.0,585.25,40.0,,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,
23:05:2013,16800.0,0.0,1199.0,1200.0,0.0,7201.0,3.0,1.0,3900.0,5.0,"Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Casque & Gauntlet Senior Society,Hanover Inn Dartmouth,Ripley Hall,Ripley Hall,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall",4041,686.0,60.0,269.4,253.05470893521368,70.0,121.0,494.0,15.0,,,,,,,,,,,
24:04:2013,65999.0,0.0,0.0,20401.0,1200.0,0.0,2.0,0.0,3900.0,5.0,"Floren Varsity House,Floren Varsity House,Collis Student Center,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Wheeler Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Wentworth Hall,Ripley Hall,Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Ripley Hall,Ripley Hall,0,Robinson Hall,Bartlett Hall,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Wentworth Hall,Moore Psychology Building,Dartmouth College,Dartmouth College",18631,2211.0,51.0,433.27906976744185,401.8808947923676,141.0,302.0,685.5,43.0,,1898.0,1199.0,699.0,949.0,353.5533905932738,824.0,949.0,1074.0,2.0,
25:04:2013,26403.0,0.0,8399.0,47998.0,0.0,2400.0,3.0,0.0,3900.0,5.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sphinx Secret Society,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Wentworth Hall,Wentworth Hall,Ripley Hall,Wentworth Hall,Ripley Hall,Dartmouth College,Ripley Hall,Ripley Hall,Black Family Visual Arts Center,Hood Museum of Art,Hood Museum of Art,Dartmouth College,Robinson Hall,Reed Hall",30152,2834.0,40.0,511.0508474576271,533.1713648223345,156.0,333.0,700.5,59.0,0.0,2392.0,1200.0,1192.0,1196.0,5.656854249492381,1194.0,1196.0,1198.0,2.0,3.0
26:04:2013,69598.0,0.0,9602.0,7200.0,0.0,0.0,4.0,0.0,3000.0,5.0,"0,Dartmouth College,Hopkins Center for the Arts,Hood Museum of Art,Black Family Visual Arts Center,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Robinson Hall,Ripley Hall,Ripley Hall,Dartmouth College,Ripley Hall,Topliff Hall,Dartmouth College,Ripley Hall,Wentworth Hall,Anonymous Hall,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Dartmouth College,Dartmouth College",22264,3932.0,51.0,506.0,639.966605233393,148.75,403.5,547.0,44.0,0.0,3599.0,1201.0,1199.0,1199.6666666666667,1.1547005383792517,1199.0,1199.0,1200.0,3.0,3.0
27:03:2013,33599.0,0.0,2400.0,10802.0,0.0,0.0,2.0,0.0,3900.0,5.0,"Ripley Hall,Ripley Hall,Collis Student Center,Collis Student Center,Dartmouth College,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Alumni Gymnasium,Ripley Hall,Dartmouth College",25142,3469.0,60.0,613.219512195122,753.3793371268928,192.0,343.0,696.0,41.0,1.0,6293.0,1201.0,340.0,1048.8333333333333,347.7651027154201,1164.5,1199.5,1200.0,6.0,1.0
27:04:2013,70803.0,6896.0,2703.0,2400.0,0.0,3598.0,5.0,0.0,0.0,5.0,"Dartmouth College,Alumni Gymnasium,Reed Hall,Dartmouth College,Dartmouth College,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Ripley Hall,Ripley Hall,0,0,Ripley Hall,Ripley Hall,Topliff Hall,Ripley Hall,Ripley Hall,Casque & Gauntlet Senior Society,Casque & Gauntlet Senior Society,Dartmouth College",28811,5396.0,70.0,720.275,1059.083202646612,164.25,242.0,888.0,40.0,,14263.0,11936.0,1127.0,4754.333333333333,6219.6128764846235,1163.5,1200.0,6568.0,3.0,
28:03:2013,50400.0,28800.0,1199.0,4800.0,0.0,1200.0,3.0,0.0,3900.0,5.0,"Dartmouth College,Dartmouth College,Collis Student Center,Ripley Hall,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Phi Delta Alpha,Rollins Chapel,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Robinson Hall,Class of 1978 Life Sciences Center,Life Sciences Greenhouse",25256,3328.0,60.0,682.5945945945946,715.055338163863,192.0,413.0,917.0,37.0,1.0,1972.0,1200.0,772.0,986.0,302.64170234784234,879.0,986.0,1093.0,2.0,2.5
28:04:2013,77886.0,0.0,0.0,7199.0,1198.0,0.0,-1.0,0.0,0.0,5.0,"Dartmouth College,Mass Parking Lot,Class of 1953 Commons,Ripley Hall,Ripley Hall,Reed Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sanborn House,Dartmouth College,Ripley Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Topliff Hall,Ripley Hall,Ripley Hall,Topliff Hall,Collis Student Center,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College",25427,6566.0,60.0,908.1071428571428,1336.6669531528014,230.25,358.5,1127.5,28.0,0.0,2402.0,1257.0,1145.0,1201.0,79.19595949289332,1173.0,1201.0,1229.0,2.0,3.0
29:03:2013,70801.0,0.0,3599.0,13201.0,0.0,0.0,4.0,0.0,3000.0,5.0,"Webster Hall,Dartmouth College,Dartmouth College,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Ripley Hall,Ripley Hall,Alumni Gymnasium,Alumni Gymnasium,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Collis Student Center,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Collis Student Center,Bartlett Hall,Dartmouth College",28051,4280.0,82.0,719.2564102564103,844.3085217454801,146.5,403.0,983.5,39.0,1.0,2223.0,1112.0,1.0,555.75,640.5712944968212,1.0,555.0,1109.75,4.0,1.5
29:04:2013,69587.0,0.0,6067.0,12025.0,0.0,0.0,0.0,0.0,3900.0,5.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Class of 1953 Commons,Dartmouth College,Wentworth Hall,Ripley Hall,Collis Student Center,Dartmouth College,Ripley Hall,Ripley Hall,Topliff Hall,0,Ripley Hall,Ripley Hall,0,Topliff Hall,Alumni Gymnasium,Alumni Gymnasium,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",29350,2602.0,61.0,497.457627118644,434.1322824794581,191.0,423.0,706.0,59.0,0.0,3585.0,1220.0,1165.0,1195.0,27.83882181415011,1182.5,1200.0,1210.0,3.0,3.0
30:03:2013,75601.0,0.0,1199.0,9599.0,0.0,0.0,5.0,0.0,0.0,5.0,"Berry Sports Center,Robinson Hall,Dartmouth College,Collis Student Center,Ripley Hall,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College",17375,2321.0,50.0,526.5151515151515,528.2178244585823,131.0,323.0,716.0,33.0,1.0,11997.0,2400.0,1197.0,1333.0,400.1262300824579,1200.0,1200.0,1200.0,9.0,1.0
30:04:2013,70781.0,1200.0,8400.0,7257.0,0.0,0.0,1.0,0.0,0.0,5.0,"Robinson Hall,Ripley Hall,Ripley Hall,Hanover Information booth,Dartmouth College,Dartmouth College,Hanover Inn Dartmouth,Hanover Inn Dartmouth,Hanover Inn Dartmouth,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Topliff Hall,Ripley Hall,Ripley Hall,Dartmouth College,Sudikoff Hall",22073,1355.0,50.0,282.9871794871795,258.6664348322459,111.0,186.5,398.0,78.0,0.0,1159.0,1159.0,1159.0,1159.0,,1159.0,1159.0,1159.0,1.0,3.0
31:03:2013,70802.0,0.0,1198.0,8385.0,4800.0,1216.0,-1.0,0.0,0.0,5.0,"Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Ripley Hall,Ripley Hall,Class of 1953 Commons,Robinson Hall,Hopkins Center for the Arts,Ripley Hall,Ripley Hall,Vox Lane Parking Lot,Hallgarten Hall,Topliff Hall,Vox Lane Parking Lot,Ripley Hall,Ripley Hall,Sphinx Secret Society,Thornton Hall,Ripley Hall,Ripley Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",26301,4276.0,51.0,710.8378378378378,888.6487092932327,181.0,434.0,767.0,37.0,1.0,4802.0,1201.0,1.0,960.4,536.321079205358,1200.0,1200.0,1200.0,5.0,1.0
20:04:2013,,,,,,,,,,,,30282,2925.0,30.0,571.3584905660377,629.724942834923,202.0,337.0,615.0,53.0,,,,,,,,,,,
21:04:2013,,,,,,,,,,,,17399,3228.0,60.0,543.71875,670.178273556204,153.5,338.0,651.0,32.0,,,,,,,,,,,
04:05:2013,,,,,,,,,,,,37350,5577.0,30.0,868.6046511627907,1264.9379269456151,151.0,323.0,962.5,43.0,,,,,,,,,,,
19:05:2013,,,,,,,,,,,,29878,9081.0,50.0,563.7358490566038,1346.8656941630104,101.0,141.0,433.0,53.0,,,,,,,,,,,
