,home_time,orthers,recreational_activities,school_time,travel_time,working,date_in_week,cut_class,class_schedule,volunteer,location_names,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,final_level
29:04:2013,33542.0,0.0,1131.0,22925.0,0.0,7202.0,0.0,0.0,7800.0,33.0,"Middle Massachusetts Hall,Alpha Delta,Alpha Delta,Wentworth Hall,Sudikoff Hall,Sudikoff Hall,Berry Library,Sudikoff Hall,Sudikoff Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1953 Commons,Dartmouth College",23168.0,2028.0,91.0,702.060606060606,455.2854145611533,333.0,696.0,817.0,33.0,1.0,2327.0,1196.0,1131.0,1163.5,45.96194077712559,1147.25,1163.5,1179.75,2.0,1.0
30:03:2013,93600.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,33.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",34750.0,4669.0,60.0,739.3617021276596,1028.463531629922,212.0,394.0,656.0,47.0,,64800.0,61199.0,1.0,12960.0,26971.41821447289,1200.0,1200.0,1200.0,5.0,
30:04:2013,58802.0,1200.0,3600.0,21598.0,0.0,0.0,1.0,0.0,3900.0,33.0,"Dartmouth College,Middle Massachusetts Hall,Middle Massachusetts Hall,Alumni Gymnasium,Alumni Gymnasium,Class of 1953 Commons,Class of 1953 Commons,Middle Massachusetts Hall,Middle Massachusetts Hall,Robinson Hall,Middle Massachusetts Hall,Middle Massachusetts Hall,Dartmouth College,Saint Thomas Episcopal Church,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Rockefeller Center,Rockefeller Center,Dartmouth College",,,,,,,,,,,12158.0,6794.0,1200.0,3039.5,2637.517203735362,1200.0,2082.0,3921.5,4.0,2.5
31:03:2013,1200.0,79200.0,0.0,0.0,6000.0,0.0,-1.0,0.0,0.0,33.0,"0,0,0,0,0,0,0,0,0",43673.0,8160.0,60.0,1323.4242424242425,1860.58490518276,303.0,615.0,1250.0,33.0,2.0,55202.0,55202.0,55202.0,55202.0,,55202.0,55202.0,55202.0,1.0,4.0
27:03:2013,,,,,,,,,,,,5572.0,2219.0,71.0,928.6666666666666,824.5819951142923,294.5,784.5,1382.5,6.0,,50638.0,50638.0,50638.0,50638.0,,50638.0,50638.0,50638.0,1.0,
29:03:2013,,,,,,,,,,,,33517.0,4451.0,71.0,644.5576923076923,906.2431914759584,158.5,267.0,659.75,52.0,,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,
12:05:2013,,,,,,,,,,,,33416.0,4784.0,61.0,1012.6060606060606,1098.3543070030369,353.0,545.0,1522.0,33.0,,,,,,,,,,,
18:05:2013,,,,,,,,,,,,29393.0,8549.0,111.0,2261.0,2587.24257978773,252.0,1442.0,2904.0,13.0,2.0,,,,,,,,,,
19:05:2013,,,,,,,,,,,,27872.0,8450.0,40.0,1211.8260869565215,2139.614635059609,85.5,293.0,1028.5,23.0,,,,,,,,,,,
20:05:2013,,,,,,,,,,,,17422.0,1816.0,60.0,470.8648648648648,450.42018420841487,151.0,302.0,604.0,37.0,,,,,,,,,,,
22:05:2013,,,,,,,,,,,,33042.0,3359.0,51.0,541.672131147541,629.3133485874763,181.0,323.0,605.0,61.0,1.0,,,,,,,,,,
23:05:2013,,,,,,,,,,,,36290.0,6283.0,81.0,885.1219512195122,1133.0248937053843,313.0,524.0,968.0,41.0,,,,,,,,,,,
24:05:2013,,,,,,,,,,,,39555.0,5084.0,61.0,1040.921052631579,1197.929190290567,282.0,549.5,1610.5,38.0,1.0,,,,,,,,,,
25:05:2013,,,,,,,,,,,,43646.0,3843.0,80.0,969.9111111111112,1038.4398661239636,192.0,494.0,1371.0,45.0,,,,,,,,,,,
26:05:2013,,,,,,,,,,,,43011.0,9772.0,60.0,1720.44,2403.085032480817,212.0,756.0,2240.0,25.0,,,,,,,,,,,
27:05:2013,,,,,,,,,,,,13252.0,1997.0,70.0,779.5294117647059,584.2918916995874,222.0,625.0,1140.0,17.0,2.0,,,,,,,,,,
28:05:2013,,,,,,,,,,,,45125.0,5738.0,81.0,1025.5681818181818,1150.8023772664874,287.0,650.5,1203.5,44.0,,,,,,,,,,,
29:05:2013,,,,,,,,,,,,61342.0,15695.0,60.0,1251.8775510204082,2243.649154025768,302.0,757.0,1402.0,49.0,,,,,,,,,,,
30:05:2013,,,,,,,,,,,,7386.0,2188.0,252.0,1231.0,779.4087502716402,693.5,1200.0,1816.0,6.0,,,,,,,,,,,
