,home_time,orthers,recreational_activities,school_time,travel_time,working,date_in_week,cut_class,class_schedule,volunteer,location_names,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,final_level
22:04:2013,69666.0,0.0,0.0,16735.0,0.0,0.0,0.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College",18601,3235.0,50.0,295.25396825396825,569.5391449984908,70.0,112.0,258.5,63.0,1.0,17978.0,8399.0,1178.0,3595.6,3397.483966113747,1200.0,1201.0,6000.0,5.0,1.0
22:05:2013,68429.0,0.0,0.0,17996.0,0.0,0.0,2.0,0.0,0.0,60.0,"Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,House Center B,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",18770,2638.0,40.0,383.0612244897959,555.7255545742007,81.0,152.0,384.0,49.0,2.0,7709.0,3000.0,599.0,1541.8,1290.014224727774,600.0,601.0,2909.0,5.0,3.3333333333333335
23:04:2013,25848.0,0.0,2375.0,60099.0,0.0,0.0,1.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Baker Memorial Library,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Sudikoff Hall,Sudikoff Hall,Carson Hall,Dartmouth Hall,Dartmouth Hall,Dartmouth College",48162,3499.0,40.0,512.3617021276596,588.2171687882687,133.75,257.5,699.5,94.0,1.0,2400.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,2.0,1.6666666666666667
23:05:2013,73576.0,0.0,3001.0,18000.0,0.0,0.0,3.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Robinson Hall",11873,2518.0,40.0,224.0188679245283,405.7814630943625,71.0,101.0,192.0,53.0,2.0,,,,,,,,,,4.0
24:04:2013,80679.0,0.0,0.0,7295.0,0.0,0.0,2.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College",15191,3740.0,40.0,330.2391304347826,593.4130727235685,83.5,136.5,345.5,46.0,1.0,8402.0,2401.0,1200.0,1680.4,657.3585779466182,1200.0,1201.0,2400.0,5.0,2.5
24:05:2013,69609.0,0.0,0.0,7799.0,0.0,0.0,4.0,0.0,0.0,60.0,"Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Dartmouth College,Dartmouth College,Dartmouth College",30018,3195.0,40.0,326.2826086956522,518.5211076078563,91.0,151.0,313.0,92.0,1.0,1204.0,603.0,1.0,401.3333333333333,346.70208152437345,300.5,600.0,601.5,3.0,1.0
25:04:2013,67209.0,0.0,5999.0,8398.0,1199.0,0.0,3.0,0.0,0.0,60.0,"Hopkins Center for the Arts,Hopkins Center for the Arts,Parkhurst Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Maynard Parking Lot,Berry Library,Berry Library,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Guarini Institute for International Education",34676,2366.0,30.0,412.8095238095238,556.663262105632,98.5,162.0,407.25,84.0,2.0,2336.0,1220.0,1116.0,1168.0,73.53910524340094,1142.0,1168.0,1194.0,2.0,2.8
25:05:2013,70203.0,0.0,15000.0,600.0,0.0,0.0,5.0,0.0,0.0,60.0,"Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Dartmouth College",22226,3277.0,40.0,322.1159420289855,444.5324555157026,81.0,162.0,404.0,69.0,1.0,3601.0,2400.0,600.0,1200.3333333333333,1038.9419297214513,600.5,601.0,1500.5,3.0,1.0
26:04:2013,73201.0,0.0,0.0,13199.0,0.0,0.0,4.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Anonymous Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College",41629,4954.0,30.0,603.3188405797101,1117.9841034957628,81.0,162.0,425.0,69.0,1.0,3630.0,1230.0,1200.0,1210.0,17.320508075688775,1200.0,1200.0,1215.0,3.0,2.5
26:05:2013,74842.0,0.0,3000.0,7800.0,5920.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Hopkins Center for the Arts,Hopkins Center for the Arts,Hanover Inn Dartmouth,Dartmouth College,Dartmouth College,Dartmouth College,South Block Parking Garage,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Mass Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",14204,3994.0,40.0,308.7826086956522,587.9684010044333,83.25,177.0,290.5,46.0,2.0,43583.0,11806.0,568.0,1981.0454545454545,2379.860029442963,600.0,1201.0,2399.75,22.0,4.0
27:03:2013,32578.0,0.0,4798.0,9599.0,0.0,0.0,2.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Alumni Gymnasium,Alumni Gymnasium,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Reed Hall,Reed Hall,Hopkins Center for the Arts",15746,4933.0,40.0,715.7272727272727,1222.8927913847474,103.5,173.0,725.5,22.0,1.0,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,2.0
27:04:2013,71234.0,0.0,11989.0,7210.0,0.0,0.0,5.0,0.0,0.0,60.0,"Berry Library,Berry Library,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Berry Library,Berry Library,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",23028,2012.0,40.0,303.0,378.252966500815,81.0,151.0,345.75,76.0,2.0,3598.0,1200.0,1198.0,1199.3333333333333,1.1547005383792517,1199.0,1200.0,1200.0,3.0,4.0
27:05:2013,10796.0,1199.0,65402.0,3604.0,0.0,0.0,0.0,0.0,0.0,60.0,"Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Robinson Hall,Berry Library,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dick's House",24044,1092.0,30.0,240.44,216.3399083839964,77.75,162.0,324.0,100.0,0.0,599.0,599.0,599.0,599.0,,599.0,599.0,599.0,1.0,3.0
28:03:2013,40681.0,0.0,4801.0,39717.0,1201.0,0.0,3.0,0.0,0.0,60.0,"Hopkins Center for the Arts,Baker Memorial Library,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Robinson Hall,Dartmouth College,Dana Circle Parking Lot,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center",28399,6521.0,60.0,860.5757575757576,1517.24684936036,111.0,242.0,718.0,33.0,1.0,2398.0,1200.0,1198.0,1199.0,1.4142135623730951,1198.5,1199.0,1199.5,2.0,2.0
28:04:2013,69899.0,0.0,3600.0,9322.0,0.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Dartmouth College,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College",11178,1304.0,50.0,279.45,297.4491510088698,91.0,171.5,354.0,40.0,1.0,,,,,,,,,,2.5
28:05:2013,68537.0,1063.0,2401.0,12605.0,600.0,599.0,1.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sushiya,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sphinx Secret Society,0,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Berry Library,0,0,Maynard Parking Lot,0,0",24618,4053.0,30.0,296.6024096385542,553.3446846172131,80.0,121.0,253.0,83.0,1.0,2997.0,1198.0,599.0,749.25,299.16703806847886,599.75,600.0,749.5,4.0,2.0
29:03:2013,37229.0,0.0,0.0,49171.0,0.0,0.0,4.0,0.0,0.0,60.0,"Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Dartmouth College,Robinson Hall,Robinson Hall",22236,3286.0,50.0,542.3414634146342,722.7188806775458,111.0,252.0,506.0,41.0,1.0,1199.0,1199.0,1199.0,1199.0,,1199.0,1199.0,1199.0,1.0,3.0
29:04:2013,37201.0,0.0,12000.0,35999.0,0.0,0.0,0.0,0.0,0.0,60.0,"Dartmouth College,Berry Library,Berry Library,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Robinson Hall,Robinson Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College",28692,3225.0,40.0,337.5529411764706,491.7924820268721,81.0,172.0,333.0,85.0,1.0,7057.0,2450.0,1091.0,1764.25,737.4837286340628,1145.0,1758.0,2377.25,4.0,1.875
29:05:2013,80194.0,0.0,0.0,13073.0,0.0,0.0,2.0,0.0,0.0,60.0,"0,Robinson Hall,Robinson Hall,Dartmouth College,Dartmouth College,Dartmouth College,0,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College",33526,4833.0,30.0,274.8032786885246,591.4936219288842,81.0,121.0,222.0,122.0,1.0,5397.0,5397.0,5397.0,5397.0,,5397.0,5397.0,5397.0,1.0,2.0
30:03:2013,83626.0,1292.0,2308.0,1268.0,0.0,1347.0,5.0,0.0,0.0,60.0,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Robinson Hall,Hopkins Center for the Arts,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sigma Nu Delta Beta,Dartmouth College,Dartmouth College,Dartmouth College",32487,8310.0,80.0,1120.2413793103449,1692.868353146146,162.0,314.0,1577.0,29.0,1.0,4072.0,1201.0,471.0,1018.0,364.6669713588002,1017.75,1200.0,1200.25,4.0,3.0
30:04:2013,23822.0,0.0,1200.0,63801.0,0.0,0.0,1.0,0.0,0.0,60.0,"Dartmouth College,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth Hall,Dartmouth Hall,Dartmouth College",48356,5601.0,50.0,443.6330275229358,796.3910106612491,81.0,141.0,394.0,109.0,0.0,5954.0,3508.0,1201.0,1984.6666666666667,1319.428790550416,1223.0,1245.0,2376.5,3.0,3.0
30:05:2013,60869.0,0.0,4801.0,14396.0,0.0,0.0,3.0,0.0,0.0,60.0,"Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth Hall,Dartmouth Hall,Dartmouth Hall,Dartmouth Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Jewel of India",20933,3560.0,30.0,225.08602150537635,420.0758641606345,71.0,101.0,192.0,93.0,2.0,51819.0,12600.0,600.0,4710.818181818182,4730.364844664347,901.0,3605.0,7800.0,11.0,3.5
31:03:2013,68390.0,0.0,7200.0,13356.0,0.0,0.0,-1.0,0.0,0.0,60.0,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Robinson Hall,Robinson Hall,Dartmouth College,Robinson Hall,Dartmouth College",14481,3368.0,40.0,499.3448275862069,879.2696756749752,80.0,131.0,364.0,29.0,1.0,,,,,,,,,,2.2
31:05:2013,50736.0,2400.0,14536.0,19199.0,0.0,0.0,4.0,0.0,0.0,60.0,"Jewel of India,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Parker House,Sudikoff Hall,Winfred-Raven House,Winfred-Raven House,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Nugget Arcade",26961,1921.0,40.0,293.05434782608694,366.5281232671292,81.0,157.0,323.25,92.0,2.0,37227.0,33600.0,600.0,6204.5,13423.099623410384,601.5,613.0,1055.75,6.0,4.5
