,recreational_activities,school_time,working,home_time,shopping,travel_time,orthers,date_in_week,cut_class,class_schedule,volunteer,location_names,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,final_level
23:05:2013,2400.0,23400.0,57537.0,1200.0,0.0,1780.0,0.0,3.0,0.0,0.0,58.0,"Alpha Theta,Alpha Theta,Alumni Gymnasium,Alumni Gymnasium,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Class of 1953 Commons,Class of 1953 Commons,Class of 1953 Commons,Alpha Theta,Alpha Theta,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Alpha Theta,Alpha Theta,Sudikoff Hall,Sudikoff Hall,Alpha Theta,Alpha Theta,Dartmouth College,Dartmouth College,0,Alpha Theta,Alpha Theta",18202,4184.0,50.0,413.6818181818182,729.2115453016828,80.75,141.0,339.75,44.0,1.0,4163.0,604.0,575.0,594.7142857142857,11.338934190276817,591.0,600.0,601.0,7.0,1.0
24:05:2013,4204.0,132203.0,20385.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,58.0,"Collis Student Center,Collis Student Center,Collis Student Center,Alpha Theta,Alpha Theta,Sudikoff Hall,Sudikoff Hall,Alpha Theta,Alumni Gymnasium,Alumni Gymnasium,Alpha Theta,Class of 1953 Commons,Class of 1953 Commons,Class of 1953 Commons,Alpha Theta,Alpha Theta,Sudikoff Hall,Alpha Theta,Alpha Theta,Sudikoff Hall,Sudikoff Hall",25436,6837.0,50.0,669.3684210526316,1375.163782305587,113.5,192.0,567.5,38.0,,110773.0,71523.0,579.0,27693.25,34144.77397177104,598.5,19335.5,46430.25,4.0,
25:04:2013,0.0,4861.0,4773.0,6001.0,0.0,0.0,0.0,3.0,0.0,0.0,58.0,"Alpha Theta,Native American House,Alpha Theta,Alpha Theta,Sudikoff Hall,Sudikoff Hall,Life Sciences Greenhouse",23516,2863.0,40.0,587.9,672.6928205126251,98.5,388.0,715.5,40.0,0.0,10320.0,5440.0,1168.0,2580.0,1983.6747045151667,1279.0,1856.0,3157.0,4.0,3.0
25:05:2013,0.0,9004.0,7798.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,58.0,"Alpha Theta,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall",27789,3106.0,50.0,555.78,678.3576893452874,143.5,231.5,620.0,50.0,,6862.0,1204.0,504.0,686.2,243.80219669049563,558.5,600.5,601.75,10.0,
26:04:2013,2403.0,15671.0,17947.0,43430.0,0.0,0.0,5878.0,4.0,0.0,0.0,58.0,"Life Sciences Greenhouse,0,0,Alpha Theta,Alpha Theta,Sudikoff Hall,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Peaceful Serenity,Native American House,Native American House,Alpha Theta,Peaceful Serenity,Native American House,Alpha Theta,Alpha Theta,Life Sciences Greenhouse,Life Sciences Greenhouse,Collis Student Center,Alpha Theta",21406,5212.0,40.0,891.9166666666666,1390.972256675373,105.75,368.0,690.25,24.0,0.0,14464.0,2397.0,1161.0,1446.4,488.0829164530688,1202.0,1222.0,1257.25,10.0,3.0
26:05:2013,6600.0,30001.0,53398.0,0.0,0.0,8401.0,0.0,-1.0,0.0,0.0,58.0,"Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Moore Psychology Building,Alpha Theta,Alpha Theta,0,Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Alpha Theta,Alpha Theta,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,Collis Student Center,Sudikoff Hall",18660,3843.0,40.0,405.6521739130435,594.7212313304185,106.0,222.0,470.75,46.0,,5125.0,604.0,486.0,569.4444444444445,47.3447756122867,522.0,599.0,600.0,9.0,
27:03:2013,0.0,10844.0,37156.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,58.0,"Alpha Theta,Alpha Theta,Collis Student Center,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Collis Student Center,Collis Student Center,Alpha Theta",16582,3308.0,70.0,975.4117647058824,1079.486513279782,191.0,402.0,1291.0,17.0,2.0,5116.0,1308.0,1205.0,1279.0,49.43008530574607,1277.0,1301.5,1303.5,4.0,5.0
27:04:2013,0.0,19252.0,34840.0,10856.0,0.0,0.0,20188.0,5.0,0.0,0.0,58.0,"Alpha Theta,Alpha Theta,Life Sciences Greenhouse,Life Sciences Greenhouse,Alpha Theta,Alpha Theta,Peaceful Serenity,Collis Student Center,Collis Student Center,Morton Hall,Alpha Theta,Alpha Theta,Native American House,Dartmouth College,Peaceful Serenity,Native American House,Native American House,Peaceful Serenity,Peaceful Serenity,Alpha Theta,Alpha Theta,Dartmouth College",25568,7633.0,60.0,881.6551724137931,1601.0809133622838,131.0,262.0,575.0,29.0,,17090.0,2446.0,1170.0,1553.6363636363635,556.3459845684649,1201.0,1237.0,1858.5,11.0,
27:05:2013,7625.0,105227.0,4800.0,1315.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,"Sudikoff Hall,Alpha Theta,Alpha Theta,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Alpha Theta,Alpha Theta,Hopkins Center for the Arts,Hopkins Center for the Arts,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Sudikoff Hall",29015,3963.0,40.0,509.0350877192983,716.4822289918664,91.0,262.0,565.0,57.0,,69973.0,43820.0,595.0,17493.25,20974.21438139381,598.75,12779.0,29673.5,4.0,
28:03:2013,7205.0,9504.0,59953.0,9696.0,0.0,0.0,0.0,3.0,0.0,0.0,58.0,"Alpha Theta,Life Sciences Greenhouse,Life Sciences Greenhouse,Alpha Theta,Alumni Gymnasium,Alumni Gymnasium,Dartmouth College,Class of 1953 Commons,Alpha Theta,Alpha Theta,Dartmouth College,Alpha Theta,Alpha Theta,Collis Student Center,Sudikoff Hall,Sudikoff Hall,Alpha Theta,Alpha Theta,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center",31421,8662.0,51.0,1122.178571428571,1751.435391298857,126.0,367.5,1289.75,28.0,2.0,12053.0,3604.0,1201.0,2008.8333333333333,1232.6387007824585,1201.75,1225.5,3008.75,6.0,4.0
28:04:2013,0.0,23748.0,67448.0,2404.0,0.0,0.0,0.0,-1.0,0.0,0.0,58.0,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Alpha Theta,Native American House,Alpha Theta,Alpha Theta,Native American House,Alpha Theta,Alpha Theta,Native American House,Alpha Theta",22970,3306.0,50.0,675.5882352941177,841.3294716443717,80.25,473.5,728.5,34.0,,14958.0,2506.0,1104.0,1359.8181818181818,387.1319718601961,1201.5,1260.0,1308.5,11.0,
28:05:2013,0.0,26401.0,16800.0,600.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Alpha Theta,Alpha Theta,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Collis Student Center",25975,2188.0,50.0,425.8196721311475,451.4778882808741,121.0,272.0,554.0,61.0,,3196.0,1471.0,521.0,799.0,449.6272530292917,580.25,602.0,820.75,4.0,
29:03:2013,2401.0,7175.0,75680.0,1190.0,0.0,0.0,0.0,4.0,0.0,0.0,58.0,"Hopkins Center for the Arts,Sanborn House,Alpha Theta,Alpha Theta,Alumni Gymnasium,Alpha Theta,Alpha Theta,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Alpha Theta,Alpha Theta,Collis Student Center,Alpha Theta",27552,11678.0,81.0,2119.3846153846152,3343.07379862858,132.0,373.0,4053.0,13.0,2.0,6011.0,1205.0,1196.0,1202.2,3.7013511046643495,1202.0,1203.0,1205.0,5.0,4.0
29:04:2013,1161.0,21438.0,39695.0,14406.0,0.0,0.0,3704.0,0.0,0.0,0.0,58.0,"Alpha Theta,Peaceful Serenity,Native American House,Alpha Theta,Alpha Theta,Dartmouth College,Class of 1953 Commons,Alpha Theta,Alpha Theta,Sudikoff Hall,Sudikoff Hall,Peaceful Serenity,Hopkins Center for the Arts,Sudikoff Hall,Sudikoff Hall,McCulloch Hall,McCulloch Hall,Native American House,Alpha Theta,Alpha Theta,Life Sciences Greenhouse,Life Sciences Greenhouse,Alpha Theta",10528,3760.0,70.0,501.3333333333333,881.1880805669884,90.0,151.0,272.0,21.0,0.0,15934.0,6259.0,1107.0,1770.4444444444443,1684.4999340391134,1198.0,1205.0,1302.0,9.0,3.0
29:05:2013,1206.0,64256.0,14338.0,7507.0,0.0,0.0,0.0,2.0,0.0,0.0,58.0,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Sudikoff Hall,Sudikoff Hall,Alpha Theta,Alpha Theta,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Anonymous Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Alpha Theta",34040,6261.0,50.0,654.6153846153846,1110.3896004811606,117.75,257.5,637.5,52.0,,3246.0,1254.0,607.0,811.5,298.7802983241477,648.25,692.5,855.75,4.0,
30:03:2013,8437.0,3290.0,69288.0,4800.0,0.0,0.0,0.0,5.0,0.0,0.0,58.0,"Alpha Theta,Life Sciences Greenhouse,Life Sciences Greenhouse,Haldeman Center,Alumni Gymnasium,Alumni Gymnasium,Alumni Gymnasium,Class of 1953 Commons,Alpha Theta,Alpha Theta",25186,4717.0,61.0,1007.44,1209.3075870100215,262.0,544.0,1320.0,25.0,,10755.0,1310.0,1119.0,1195.0,54.513759730915645,1199.0,1199.0,1201.0,9.0,4.0
30:04:2013,0.0,44991.0,30360.0,6111.0,0.0,0.0,8120.0,1.0,0.0,0.0,58.0,"Alpha Theta,Life Sciences Greenhouse,Life Sciences Greenhouse,Alpha Theta,Alpha Theta,Native American House,Alpha Theta,Dartmouth College,Alpha Theta,Sudikoff Hall,Sudikoff Hall,Peaceful Serenity,Alpha Theta,Peaceful Serenity,Native American House,Alpha Theta,Peaceful Serenity,Alpha Theta,Native American House,Peaceful Serenity,Alpha Theta,Native American House,Alpha Theta,Alpha Theta,Sudikoff Hall,Sudikoff Hall",23593,4518.0,40.0,524.2888888888889,800.4833091844129,131.0,272.0,503.0,45.0,1.0,13638.0,1317.0,1176.0,1239.8181818181818,59.722388066483376,1200.5,1202.0,1313.0,11.0,2.0
30:05:2013,0.0,58739.0,23400.0,661.0,0.0,0.0,0.0,3.0,0.0,0.0,58.0,"Alpha Theta,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Collis Student Center,Alpha Theta,Alpha Theta,Sudikoff Hall",29363,5950.0,60.0,611.7291666666666,949.2857278890054,128.5,348.0,690.25,48.0,,36843.0,35051.0,552.0,9210.75,17226.86811108353,591.0,620.0,9239.75,4.0,
31:03:2013,10800.0,24099.0,39600.0,10803.0,0.0,0.0,0.0,-1.0,0.0,0.0,58.0,"Sudikoff Hall,Sudikoff Hall,Alpha Theta,Alpha Theta,Class of 1953 Commons,Class of 1953 Commons,Alpha Theta,Hopkins Center for the Arts,Hopkins Center for the Arts,Collis Student Center,Collis Student Center,Alpha Theta,Dartmouth College",24627,5390.0,60.0,879.5357142857143,1179.000407820206,156.75,272.0,1290.25,28.0,2.0,35859.0,8214.0,1168.0,2390.6,2358.7835787601566,1198.5,1201.0,1820.0,15.0,
31:05:2013,0.0,32307.0,600.0,10293.0,0.0,0.0,0.0,4.0,0.0,0.0,58.0,"Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Alpha Theta,Sudikoff Hall",32394,5807.0,50.0,704.2173913043479,1234.681225850867,121.0,211.5,708.0,46.0,,79446.0,78243.0,503.0,26482.0,44826.449145565835,601.5,700.0,39471.5,3.0,
07:04:2013,,,,,,,,,,,,,4081,1078.0,50.0,291.5,322.92050700776787,131.0,151.0,264.5,14.0,,138989.0,138989.0,138989.0,138989.0,,138989.0,138989.0,138989.0,1.0,
14:04:2013,,,,,,,,,,,,,25365,4648.0,31.0,563.6666666666666,961.592381984648,111.0,171.0,444.0,45.0,1.0,,,,,,,,,,
24:04:2013,,,,,,,,,,,,,28155,4052.0,60.0,586.5625,698.4711543488728,176.75,338.0,827.0,48.0,0.0,108169.0,108169.0,108169.0,108169.0,,108169.0,108169.0,108169.0,1.0,
01:06:2013,,,,,,,,,,,,,2499,645.0,40.0,249.9,182.84872314444956,146.0,176.0,333.0,10.0,,,,,,,,,,,
