,home_time,recreational_activities,school_time,travel_time,orthers,shopping,working,date_in_week,cut_class,class_schedule,volunteer,location_names,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,final_level
21:04:2013,60000.0,0.0,30000.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,9,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College",15329,2038.0,50.0,450.8529411764706,554.1002607204597,123.25,177.0,602.25,34.0,0.0,4803.0,1203.0,1200.0,1200.75,1.5,1200.0,1200.0,1200.75,4.0,3.0
22:04:2013,16800.0,2398.0,67202.0,0.0,0.0,0.0,0.0,0,0.0,3900.0,9,"Dartmouth College,Steele Hall,Steele Hall,Hopkins Center for the Arts,Sudikoff Hall,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Dartmouth College",26737,3794.0,40.0,495.1296296296296,784.494959429104,93.5,211.5,572.25,54.0,,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,
22:05:2013,30000.0,0.0,4800.0,54603.0,0.0,0.0,0.0,2,0.0,3900.0,9,"South Fayerweather Hall,Middle Fayerweather Hall,South Fayerweather Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Middle Fayerweather Hall,Dartmouth Row Parking Lot,Middle Fayerweather Hall,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College",35043,6437.0,41.0,898.5384615384615,1395.7971660470369,111.0,253.0,1154.5,39.0,,1675.0,603.0,494.0,558.3333333333334,57.09932865921747,536.0,578.0,590.5,3.0,
23:04:2013,47998.0,3600.0,12000.0,16802.0,0.0,0.0,0.0,1,0.0,0.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",25181,2067.0,60.0,662.6578947368421,575.4641030115672,206.75,514.5,859.5,38.0,1.0,4800.0,2400.0,1200.0,1600.0,692.8203230275509,1200.0,1200.0,1800.0,3.0,2.0
23:05:2013,18000.0,1800.0,6000.0,55220.0,0.0,0.0,0.0,3,0.0,3900.0,9,"Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot",35137,2864.0,50.0,616.438596491228,690.5310590289978,141.0,363.0,766.0,57.0,1.0,1800.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,3.0,2.0
24:04:2013,16799.0,1200.0,6001.0,58684.0,0.0,0.0,0.0,2,0.0,3900.0,9,"Dartmouth College,Dartmouth College,Bartlett Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Parker House,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Hopkins Center for the Arts,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot",20968,3327.0,71.0,616.7058823529412,752.8989843069321,153.75,282.0,672.75,34.0,,5998.0,2400.0,1198.0,1499.5,600.3340736623235,1199.5,1200.0,1500.0,4.0,2.0
24:05:2013,76800.0,1200.0,3600.0,600.0,0.0,0.0,0.0,4,0.0,3000.0,9,"Dartmouth Row Parking Lot,Hopkins Center for the Arts,Hood Museum of Art,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,South Fayerweather Hall,South Fayerweather Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Middle Fayerweather Hall",23409,5902.0,50.0,1017.782608695652,1450.0817518183317,105.5,393.0,1313.0,23.0,1.0,1200.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,2.0,2.0
25:04:2013,57600.0,0.0,2400.0,26516.0,0.0,0.0,0.0,3,1.0,3900.0,9,"Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Middle Fayerweather Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",24273,1866.0,50.0,362.2835820895522,379.1866816949838,100.5,202.0,524.5,67.0,0.0,3523.0,1203.0,1120.0,1174.3333333333333,47.07794954470015,1160.0,1200.0,1201.5,3.0,3.0
25:05:2013,107400.0,600.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,9,"Middle Fayerweather Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,South Fayerweather Hall",27072,5773.0,60.0,629.5813953488372,923.0527053145356,171.0,405.0,584.0,43.0,,3600.0,1200.0,600.0,720.0,268.32815729997475,600.0,600.0,600.0,5.0,
26:04:2013,63600.0,0.0,7199.0,15601.0,0.0,0.0,0.0,4,0.0,3000.0,9,"Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College",26981,3459.0,50.0,627.4651162790698,719.1672548307657,172.0,313.0,676.0,43.0,1.0,1093.0,1093.0,1093.0,1093.0,,1093.0,1093.0,1093.0,1.0,2.3333333333333335
26:05:2013,65007.0,9001.0,600.0,3600.0,0.0,0.0,3599.0,-1,0.0,0.0,9,"South Fayerweather Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Casque & Gauntlet Senior Society,Casque & Gauntlet Senior Society,Reed Hall,Middle Fayerweather Hall,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College",24313,5881.0,80.0,784.2903225806451,1231.794143882502,161.5,292.0,817.0,31.0,,1800.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,3.0,
27:03:2013,33600.0,0.0,13200.0,1201.0,0.0,0.0,0.0,2,0.0,3900.0,9,"Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Steele Hall,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Sudikoff Hall,Sudikoff Hall",15625,4184.0,60.0,976.5625,1254.027430255548,146.0,252.0,1595.25,16.0,1.0,7134.0,2331.0,1199.0,1426.8,505.4668139452877,1200.0,1200.0,1204.0,5.0,2.1666666666666665
27:04:2013,76801.0,0.0,8399.0,1201.0,0.0,0.0,0.0,5,0.0,0.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Row Parking Lot,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",13506,1744.0,40.0,225.1,278.16631410917586,88.5,131.0,264.75,60.0,0.0,2368.0,1201.0,1167.0,1184.0,24.041630560342615,1175.5,1184.0,1192.5,2.0,3.0
27:05:2013,68285.0,600.0,0.0,599.0,0.0,0.0,0.0,0,1.0,3900.0,9,"Dartmouth Row Parking Lot,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",35286,5145.0,50.0,665.7735849056604,970.687219715802,142.0,272.0,787.0,53.0,,1839.0,639.0,600.0,613.0,22.516660498395403,600.0,600.0,619.5,3.0,
28:03:2013,65999.0,0.0,19202.0,0.0,0.0,0.0,0.0,3,0.0,3900.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Thornton Hall,Thornton Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center",19647,2695.0,50.0,701.6785714285714,725.7596813542103,158.5,489.0,867.25,28.0,1.0,3603.0,1202.0,1200.0,1201.0,1.0,1200.5,1201.0,1201.5,3.0,2.6
28:04:2013,40792.0,0.0,44399.0,1208.0,0.0,0.0,0.0,-1,0.0,0.0,9,"Dartmouth College,Dartmouth Row Parking Lot,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College",19448,4173.0,40.0,452.27906976744185,697.0552115039585,126.0,212.0,428.5,43.0,,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,
28:05:2013,73929.0,0.0,10150.0,0.0,0.0,0.0,0.0,1,0.0,0.0,9,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Parker House,Sudikoff Hall,Dartmouth College",24623,3741.0,60.0,769.46875,1106.2181428800998,106.0,237.0,731.25,32.0,,1264.0,664.0,600.0,632.0,45.254833995939045,616.0,632.0,648.0,2.0,
29:03:2013,19199.0,0.0,32399.0,34800.0,0.0,0.0,0.0,4,0.0,3000.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Thornton Hall,Bartlett Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College",19672,4705.0,50.0,786.88,1119.9266464074033,91.0,323.0,868.0,25.0,1.0,,,,,,,,,,1.6666666666666667
29:04:2013,52799.0,0.0,33601.0,0.0,0.0,0.0,0.0,0,0.0,3900.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College",29205,4003.0,40.0,608.4375,787.0147990241218,113.25,303.0,666.0,48.0,1.0,3600.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,3.0,2.0
29:05:2013,25836.0,1106.0,0.0,0.0,0.0,0.0,0.0,2,1.0,3900.0,9,"Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College",27293,1876.0,40.0,682.325,551.8566976521982,254.5,510.0,885.5,40.0,,,,,,,,,,,
30:03:2013,70801.0,0.0,15599.0,0.0,0.0,0.0,0.0,5,0.0,0.0,9,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth Hall,Dartmouth Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",17003,2784.0,40.0,548.483870967742,696.1942674746152,131.0,242.0,600.0,31.0,1.0,3600.0,2400.0,1200.0,1800.0,848.5281374238571,1500.0,1800.0,2100.0,2.0,1.0
30:04:2013,17911.0,1200.0,37289.0,37200.0,0.0,0.0,0.0,1,0.0,0.0,9,"Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Berry Library,Dartmouth Row Parking Lot",35946,3983.0,60.0,665.6666666666666,678.3676856846379,183.75,519.5,864.25,54.0,,8204.0,2366.0,1087.0,1367.3333333333333,495.46086290106376,1108.75,1179.5,1275.0,6.0,
31:03:2013,1201.0,28799.0,3600.0,62400.0,0.0,0.0,0.0,-1,0.0,0.0,9,"Thornton Hall,Thornton Hall,Hopkins Center for the Arts,Dartmouth Row Parking Lot,Dartmouth Row Parking Lot,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Hopkins Center for the Arts,Dartmouth Row Parking Lot",8244,2158.0,40.0,412.2,525.1789269031633,108.5,181.5,461.5,20.0,1.0,5999.0,1200.0,1199.0,1199.8,0.447213595499958,1200.0,1200.0,1200.0,5.0,1.0
