,home_time,orthers,recreational_activities,school_time,working,travel_time,shopping,date_in_week,cut_class,class_schedule,volunteer,location_names,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,final_level
24:04:2013,7200.0,0.0,1200.0,76787.0,0.0,1200.0,0.0,2,0.0,10500.0,3,"Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Wilder Hall,Wilder Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Collis Student Center,Robinson Hall,Reed Hall Northbound,Dartmouth College,Dartmouth College",36602.0,4054.0,70.0,813.3777777777777,1038.1395135023758,151.0,283.0,1210.0,45.0,,3600.0,1204.0,1196.0,1200.0,4.0,1198.0,1200.0,1202.0,3.0,
24:05:2013,54597.0,0.0,4202.0,29401.0,0.0,0.0,0.0,4,0.0,3000.0,3,"Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Wilder Hall,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Collis Student Center,Hopkins Center for the Arts,Hopkins Center for the Arts,Berry Hall,Life Sciences Greenhouse",19835.0,4354.0,61.0,762.8846153846154,1140.0935865769293,136.0,298.0,688.25,26.0,,10747.0,6000.0,547.0,1343.375,1893.672089392157,600.0,600.0,750.0,8.0,
25:04:2013,46837.0,0.0,1648.0,39115.0,0.0,0.0,0.0,3,0.0,6900.0,3,"Wilson Hall,Wilson Hall,Wilson Hall,Wilson Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Wilson Hall,Wilson Hall,Hopkins Center for the Arts,Sudikoff Hall,Life Sciences Greenhouse",13696.0,4672.0,51.0,856.0,1262.8779302318442,158.5,227.0,1121.0,16.0,1.0,10811.0,3600.0,1200.0,1801.8333333333333,1002.6788950938716,1202.5,1204.5,2101.25,6.0,1.0
25:05:2013,78000.0,1800.0,0.0,4801.0,0.0,0.0,0.0,5,0.0,0.0,3,"Life Sciences Greenhouse,Steele Hall,Dartmouth College,Dartmouth College,White River Junction Historic District,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons",27180.0,5483.0,70.0,937.2413793103448,1472.713982879723,171.0,444.0,827.0,29.0,,9000.0,5400.0,600.0,1285.7142857142858,1814.22947044429,600.0,600.0,600.0,7.0,
26:04:2013,73171.0,0.0,0.0,9716.0,0.0,3600.0,0.0,4,0.0,3000.0,3,"Life Sciences Greenhouse,0,0,Sudikoff Hall,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,0,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Dartmouth College",8140.0,3307.0,60.0,1162.857142857143,1189.6204476738828,242.5,728.0,1780.0,7.0,,,,,,,,,,,
26:05:2013,69595.0,0.0,4202.0,30002.0,0.0,0.0,0.0,-1,0.0,0.0,3,"Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,La Casa,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Collis Student Center,Jesse's Steaks, Seafood & Tavern,Dartmouth College,Dartmouth College,Sudikoff Hall",12284.0,4407.0,60.0,614.2,1044.8204378592625,131.0,232.0,479.25,20.0,,9600.0,2400.0,600.0,960.0,758.946638440411,600.0,600.0,600.0,10.0,
27:03:2013,18001.0,0.0,0.0,3599.0,0.0,0.0,0.0,2,1.0,10500.0,3,"Dartmouth College,Sudikoff Hall,Life Sciences Greenhouse,Class of 1978 Life Sciences Center,Dartmouth College",738.0,434.0,71.0,184.5,168.8993783292289,86.75,116.5,214.25,4.0,2.0,4700.0,1205.0,1094.0,1175.0,54.043192602460735,1173.5,1200.5,1202.0,4.0,
27:04:2013,62399.0,0.0,0.0,22801.0,0.0,1200.0,0.0,5,0.0,0.0,3,"Dartmouth College,Sudikoff Hall,Sudikoff Hall,Class of 1953 Commons,McNutt Hall,Dartmouth College,Dartmouth College,0,Sudikoff Hall,Kemeny Hall,Dartmouth College,Dartmouth College,Class of 1953 Commons",,,,,,,,,,,3960.0,1560.0,1200.0,1320.0,207.84609690826528,1200.0,1200.0,1380.0,3.0,
27:05:2013,61800.0,0.0,0.0,10200.0,0.0,0.0,0.0,0,0.0,3900.0,3,"Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,La Casa,Sudikoff Hall",14129.0,4600.0,50.0,441.53125,915.2523002896436,121.0,201.5,282.0,32.0,,10744.0,1800.0,586.0,767.4285714285714,362.9432492798319,600.0,600.0,602.75,14.0,
28:03:2013,58802.0,1200.0,8400.0,10799.0,0.0,0.0,0.0,3,0.0,6900.0,3,"Collis Student Center,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Burke Laboratory,Class of 1978 Life Sciences Center",13005.0,5618.0,40.0,1000.3846153846154,1617.6053050966798,101.0,162.0,1100.0,13.0,1.0,9618.0,3599.0,920.0,1923.6,1088.8821331989975,1204.0,1495.0,2400.0,5.0,4.0
28:04:2013,75602.0,6000.0,0.0,3600.0,0.0,0.0,0.0,-1,0.0,0.0,3,"Sarner Underground,Dartmouth College,Dartmouth College,Dartmouth College,0,Dartmouth College,Dartmouth College,Class of 1953 Commons,Sarner Underground,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",8702.0,4901.0,50.0,791.0909090909091,1400.821148794196,105.5,323.0,670.5,11.0,,7288.0,2400.0,1200.0,1457.6,527.7180118207071,1203.0,1210.0,1275.0,5.0,
28:05:2013,34199.0,0.0,600.0,50037.0,0.0,0.0,0.0,1,0.0,6600.0,3,"Sudikoff Hall,Collis Student Center,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Robinson Hall,Class of 1953 Commons,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Collis Student Center",17552.0,2602.0,60.0,428.0975609756098,499.6663789408914,141.0,302.0,424.0,41.0,,1804.0,604.0,600.0,601.3333333333334,2.3094010767585034,600.0,600.0,602.0,3.0,
29:03:2013,65998.0,0.0,4801.0,14400.0,0.0,0.0,0.0,4,0.0,3000.0,3,"Life Sciences Greenhouse,Hopkins Center for the Arts,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,Class of 1953 Commons,Class of 1953 Commons,Dartmouth College,Dartmouth College,Class of 1978 Life Sciences Center,Class of 1978 Life Sciences Center,Anonymous Hall,Collis Student Center,Collis Student Center,Hopkins Center for the Arts",17871.0,6183.0,71.0,1051.235294117647,1520.8743180080564,182.0,475.0,1452.0,17.0,2.0,3604.0,1205.0,1199.0,1201.3333333333333,3.2145502536643185,1199.5,1200.0,1202.5,3.0,1.0
29:04:2013,63600.0,0.0,2400.0,18003.0,0.0,2397.0,0.0,0,0.0,3900.0,3,"Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,South Block Parking Garage,South Block Parking Garage,Collis Student Center,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Collis Student Center,Dartmouth College,Robinson Hall,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts",23353.0,6862.0,70.0,753.3225806451613,1380.2050182755888,146.0,252.0,489.5,31.0,1.0,4797.0,1231.0,1160.0,1199.25,29.31865162884087,1191.5,1203.0,1210.75,4.0,2.0
29:05:2013,47419.0,597.0,0.0,61024.0,0.0,0.0,0.0,2,0.0,10500.0,3,"Collis Student Center,Big Green Real Estate,Collis Student Center,Collis Student Center,Wilder Hall,Wilder Hall,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Life Sciences Greenhouse,Life Sciences Greenhouse,Life Sciences Greenhouse,Dartmouth College,Collis Student Center,Collis Student Center,Collis Student Center,Dartmouth College",60772.0,7786.0,50.0,855.943661971831,1202.6328959807186,227.0,514.0,948.0,71.0,,3000.0,1200.0,600.0,750.0,300.0,600.0,600.0,750.0,4.0,
30:03:2013,68400.0,4800.0,1198.0,10802.0,0.0,0.0,1200.0,5,0.0,0.0,3,"Wilson Hall,Wilson Hall,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,0,Hanover Park,Collis Student Center,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",24770.0,5881.0,50.0,917.4074074074074,1150.7086197797112,232.5,676.0,1099.0,27.0,2.0,7195.0,3595.0,1200.0,2398.3333333333335,1197.5008698674642,1800.0,2400.0,2997.5,3.0,4.0
30:04:2013,51792.0,0.0,3600.0,30000.0,0.0,0.0,0.0,1,0.0,6600.0,3,"Wilson Hall,Wilson Hall,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College",15531.0,4226.0,101.0,1109.357142857143,1202.1079311035169,420.5,665.5,1354.75,14.0,1.0,2350.0,1200.0,1150.0,1175.0,35.35533905932738,1162.5,1175.0,1187.5,2.0,2.0
30:05:2013,54841.0,4201.0,2395.0,0.0,600.0,1199.0,0.0,3,1.0,6900.0,3,"Dartmouth College,Dartmouth College,Dartmouth College,0,0,0,0,Dartmouth College,Zeta Psi,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Hood Museum of Art,0,0,Summer Court Dental,Lot 7",23735.0,5115.0,71.0,988.9583333333334,1378.2355916223078,161.75,427.0,1023.5,24.0,,4195.0,600.0,598.0,599.2857142857143,0.9511897312113418,598.5,600.0,600.0,7.0,
31:03:2013,70798.0,0.0,4801.0,7201.0,3600.0,0.0,0.0,-1,0.0,0.0,3,"Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,Hopkins Center for the Arts,Hopkins Center for the Arts,Dartmouth College,Dartmouth College,Dartmouth College,0,0",28591.0,5599.0,60.0,1504.7894736842106,1916.757840699508,111.0,545.0,2720.5,19.0,2.0,17956.0,9600.0,1156.0,5985.333333333333,4351.074043650985,4178.0,7200.0,8400.0,3.0,4.0
31:05:2013,79631.0,1199.0,0.0,6001.0,0.0,0.0,0.0,4,0.0,3000.0,3,"Sudikoff Hall,Sudikoff Hall,Dartmouth College,Dartmouth College,Dartmouth College,First Church of Christ, Scientist,Dartmouth College,Class of 1953 Commons,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",30730.0,4426.0,70.0,853.6111111111111,880.2187156051543,282.75,660.0,950.0,36.0,,6246.0,2997.0,249.0,892.2857142857143,937.28201275207,594.0,604.0,604.0,7.0,
