,home_time,orthers,recreational_activities,school_time,working,travel_time,shopping,date_in_week,cut_class,class_schedule,volunteer,location_names,conv_dur_sum,conv_max,conv_min,conv_mean,conv_std,conv_25%,conv_med or 50%,conv_75%,conv_freq,conv_level,dur_sum,max,min,mean,std,25%,med or 50%,75%,freq,final_level
20:04:2013,51342.0,6000.0,13268.0,4902.0,10800.0,0.0,0.0,5.0,0.0,0.0,47.0,"Haldeman Center,Baker Memorial Library,Baker Memorial Library,Chi Heorot,New Hampshire Hall,Blunt Alumni Center,Rollins Chapel,Topliff Courts,Bartlett Hall,New Hampshire Hall,Dartmouth College,Collis Student Center,0,0,0,0,0,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,New Hampshire Hall,New Hampshire Hall",11403.0,2481.0,50.0,543.0,529.4701124709495,312.0,474.0,676.0,21.0,,2347.0,1206.0,1141.0,1173.5,45.96194077712559,1157.25,1173.5,1189.75,2.0,
20:05:2013,46722.0,3619.0,3657.0,31202.0,0.0,0.0,0.0,0.0,0.0,7800.0,47.0,"Dartmouth College,0,0,0,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Sudikoff Hall,Sudikoff Hall,The Church of Christ at Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",23458.0,4025.0,70.0,572.1463414634146,784.2947328962375,131.0,292.0,514.0,41.0,,2255.0,1168.0,1087.0,1127.5,57.27564927611035,1107.25,1127.5,1147.75,2.0,
21:04:2013,48000.0,0.0,40819.0,0.0,1200.0,0.0,0.0,-1.0,0.0,0.0,47.0,"0,Baker Memorial Library,Baker Memorial Library,New Hampshire Hall,New Hampshire Hall,Berry Library,Berry Library,Hopkins Center for the Arts,New Hampshire Hall,Berry Library,Sigma Alpha Epsilon Fraternity,Dartmouth College",12512.0,2319.0,70.0,521.3333333333334,528.3842201068944,201.75,368.5,680.75,24.0,,2317.0,1205.0,1112.0,1158.5,65.76093065034893,1135.25,1158.5,1181.75,2.0,
22:04:2013,34801.0,5998.0,2400.0,10800.0,33601.0,0.0,0.0,0.0,0.0,7800.0,47.0,"Dartmouth College,Johnson Audiology,Nugget Arcade,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,0,Sigma Alpha Epsilon Fraternity,Hopkins Center for the Arts,Hopkins Center for the Arts,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Dartmouth College,Haldeman Center,Dartmouth College,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall",35448.0,5016.0,50.0,1477.0,1569.0296364313836,239.5,761.0,2153.5,24.0,,2396.0,1203.0,1193.0,1198.0,7.0710678118654755,1195.5,1198.0,1200.5,2.0,
22:05:2013,50160.0,0.0,1144.0,4816.0,70910.0,0.0,0.0,2.0,1.0,7800.0,47.0,"Sudikoff Hall,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Baker Memorial Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College,Kemeny Hall,Kemeny Hall,Sigma Alpha Epsilon Fraternity",6616.0,2465.0,141.0,827.0,783.1529680902521,244.5,674.5,1066.25,8.0,,4744.0,1219.0,1156.0,1186.0,28.717010057919794,1165.75,1184.5,1204.75,4.0,
23:04:2013,57614.0,0.0,6000.0,1200.0,10799.0,5987.0,0.0,1.0,0.0,0.0,47.0,"Sudikoff Hall,Berry Library,Zahm Courtyard,Zahm Courtyard,New Hampshire Hall,Alumni Gymnasium,Alumni Gymnasium,New Hampshire Hall,New Hampshire Hall,Amarna,Kappa Kappa Gamma,Kappa Kappa Gamma,Amarna,0,New Hampshire Hall,New Hampshire Hall,Sigma Alpha Epsilon Fraternity,Berry Library,Dartmouth College,Dartmouth College",21495.0,4660.0,70.0,632.2058823529412,978.2291600955878,163.5,252.0,408.0,34.0,,1200.0,1200.0,1200.0,1200.0,,1200.0,1200.0,1200.0,1.0,
23:05:2013,45609.0,0.0,0.0,0.0,1200.0,0.0,0.0,3.0,1.0,7800.0,47.0,"Sigma Alpha Epsilon Fraternity,Dartmouth College",3481.0,1985.0,266.0,1160.3333333333333,861.6149565399462,748.0,1230.0,1607.5,3.0,,2323.0,1200.0,1123.0,1161.5,54.44722215136416,1142.25,1161.5,1180.75,2.0,
24:04:2013,54016.0,4800.0,28977.0,0.0,8400.0,0.0,0.0,2.0,1.0,7800.0,47.0,"Dartmouth College,Dartmouth College,Dartmouth College,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,0,Baker Memorial Library,Baker Memorial Library,0,0,0,Baker Memorial Library,Baker Memorial Library,Berry Library,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Dartmouth College",20520.0,6021.0,80.0,1368.0,1965.7685883280217,131.0,634.0,1386.5,15.0,,1118.0,1118.0,1118.0,1118.0,,1118.0,1118.0,1118.0,1.0,
24:05:2013,2368.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6000.0,47.0,"Dartmouth College,Sudikoff Hall",,,,,,,,,,,,,,,,,,,,
25:04:2013,50561.0,0.0,19342.0,0.0,10719.0,2384.0,0.0,3.0,1.0,7800.0,47.0,"Dartmouth College,Baker Memorial Library,Baker Memorial Library,Baker Memorial Library,Sigma Alpha Epsilon Fraternity,0,Sigma Alpha Epsilon Fraternity,Hopkins Center for the Arts,Zahm Courtyard,Zahm Courtyard,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Dartmouth College,Dartmouth College,Berry Library,Berry Library,Dartmouth College,Dartmouth College,Dartmouth College,Dartmouth College",20271.0,4064.0,70.0,810.84,1004.1624486771716,111.0,323.0,1312.0,25.0,,2409.0,1205.0,1204.0,1204.5,0.7071067811865476,1204.25,1204.5,1204.75,2.0,
26:04:2013,44544.0,0.0,32353.0,2400.0,0.0,0.0,0.0,4.0,1.0,6000.0,47.0,"Baker Memorial Library,Baker Memorial Library,Hopkins Center for the Arts,Dartmouth College,Baker Memorial Library,Baker Memorial Library,Berry Library,Berry Library,Hopkins Center for the Arts,Hopkins Center for the Arts,Baker Memorial Library,Dartmouth College,Dartmouth College,Haldeman Center,Dartmouth College,Life Sciences Greenhouse,Life Sciences Greenhouse,Baker Memorial Library,Baker Memorial Library",27531.0,3833.0,50.0,917.7,1147.8636273079444,133.5,373.5,1286.0,30.0,0.0,87196.0,86032.0,1164.0,43598.0,60010.73830573991,22381.0,43598.0,64815.0,2.0,3.0
27:04:2013,13608.0,0.0,17611.0,2400.0,0.0,57177.0,0.0,5.0,0.0,0.0,47.0,"0,Haldeman Center,Anonymous Hall,New Hampshire Hall,Dartmouth College,0,Dartmouth College,New Hampshire Hall,0,0,0,0,0,0,0,0,0,0,0,0,0",25629.0,6213.0,50.0,915.3214285714286,1254.4145175124656,236.75,404.0,1132.0,28.0,,88103.0,88103.0,88103.0,88103.0,,88103.0,88103.0,88103.0,1.0,
28:03:2013,0.0,0.0,0.0,350004.0,0.0,0.0,0.0,3.0,0.0,7800.0,47.0,Sudikoff Hall,,,,,,,,,,,,,,,,,,,,
28:04:2013,21270.0,0.0,6694.0,0.0,0.0,67338.0,0.0,-1.0,0.0,0.0,47.0,"0,Universel Déjeuners et Grillades,0,P1,P1,P1,Place Marie-Victorin,0,0,Universel Déjeuners et Grillades,0,0,0,0,0,0,0,0,0,0",15165.0,4194.0,51.0,388.84615384615387,702.6635991733448,121.0,182.0,277.5,39.0,,1178.0,1178.0,1178.0,1178.0,,1178.0,1178.0,1178.0,1.0,
29:04:2013,37200.0,0.0,2400.0,38373.0,2400.0,0.0,0.0,0.0,0.0,7800.0,47.0,"Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Sudikoff Hall,Hopkins Center for the Arts,Sudikoff Hall,Sudikoff Hall,Carson Hall,Dartmouth College,Dartmouth College,Sudikoff Hall",25356.0,2118.0,30.0,469.55555555555554,432.3296989028848,123.5,378.0,701.0,54.0,0.0,6031.0,2402.0,1198.0,1507.75,596.341275333736,1200.25,1215.5,1523.0,4.0,3.0
30:04:2013,61681.0,0.0,9637.0,3627.0,10763.0,0.0,0.0,1.0,0.0,0.0,47.0,"Sudikoff Hall,Baker Memorial Library,Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Baker Memorial Library,Baker Memorial Library,Sigma Alpha Epsilon Fraternity,Sigma Alpha Epsilon Fraternity,Baker Memorial Library,Dartmouth College,Dartmouth College",19045.0,4488.0,51.0,614.3548387096774,844.8525136924628,172.0,333.0,650.5,31.0,0.0,1309.0,1309.0,1309.0,1309.0,,1309.0,1309.0,1309.0,1.0,3.0
31:03:2013,,,,,,,,,,,,,5961.0,3773.0,80.0,662.3333333333334,1175.1509477509687,212.0,283.0,413.0,9.0,,,,,,,,,,,
